rdtProductcode,rdtSuboutletcode,fillmethod2,searchtextrdt,rdtCode,rdtBrand_search,parasite_search,anti_search,rdtManu_search,confirmRDT_search,r1,r3,r3_lbl,r2,r2_lbl,r4,rdtBrand,r5code,r5code_other,self,r13,r14,r15a,r15b,r15c,r16a,r16b,r16c,r17n,r17p,r12a,r12b,r19,PARENT_KEY,KEY,SET-OF-rdtAudit
01,1-209121-669139-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,110,0,1,250,250,0,,,150,15000,,,NONE,uuid:a576d00a-0895-4d43-af8a-715ba1163dbc,uuid:a576d00a-0895-4d43-af8a-715ba1163dbc/consent_group-section6-rdtAudit[1],uuid:a576d00a-0895-4d43-af8a-715ba1163dbc/consent_group-section6-rdtAudit
02,1-209121-669139-R-02,1,MALARIA PF,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,35,0,1,250,250,0,,,100,1000,,,HE DOSENT GIVE TAKEAWAY,uuid:a576d00a-0895-4d43-af8a-715ba1163dbc,uuid:a576d00a-0895-4d43-af8a-715ba1163dbc/consent_group-section6-rdtAudit[2],uuid:a576d00a-0895-4d43-af8a-715ba1163dbc/consent_group-section6-rdtAudit
01,1-209121-397078-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,50,0,0,,,1,-9888,-9888,-9888,-9888,-9888,-9888,No,uuid:ec98caa6-115d-4222-ba8d-5cb3e31b5ed0,uuid:ec98caa6-115d-4222-ba8d-5cb3e31b5ed0/consent_group-section6-rdtAudit[1],uuid:ec98caa6-115d-4222-ba8d-5cb3e31b5ed0/consent_group-section6-rdtAudit
01,1-209121-759710-R-01,1,FIRS,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,200,200,0,,,50,3500,,,NO,uuid:ad114a67-f5d6-4b65-aee8-16644c7e7ff6,uuid:ad114a67-f5d6-4b65-aee8-16644c7e7ff6/consent_group-section6-rdtAudit[1],uuid:ad114a67-f5d6-4b65-aee8-16644c7e7ff6/consent_group-section6-rdtAudit
01,1-209121-956391-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,9997,0,0,,,0,,,125,17850,2,3800,NO COMMENTS,uuid:4b6b5559-73b4-441b-b6ba-419926638ad2,uuid:4b6b5559-73b4-441b-b6ba-419926638ad2/consent_group-section6-rdtAudit[1],uuid:4b6b5559-73b4-441b-b6ba-419926638ad2/consent_group-section6-rdtAudit
01,1-209121-029196-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,75,0,1,150,150,0,,,100,-9888,,,,uuid:9f16e35c-0b08-4dbe-b5fe-68918962402e,uuid:9f16e35c-0b08-4dbe-b5fe-68918962402e/consent_group-section6-rdtAudit[1],uuid:9f16e35c-0b08-4dbe-b5fe-68918962402e/consent_group-section6-rdtAudit
01,1-209121-522055-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,0,0,1,200,200,0,,,125,17500,,,NONE,uuid:02b2a3a0-cea5-45f3-ae4d-0327279275f7,uuid:02b2a3a0-cea5-45f3-ae4d-0327279275f7/consent_group-section6-rdtAudit[1],uuid:02b2a3a0-cea5-45f3-ae4d-0327279275f7/consent_group-section6-rdtAudit
02,1-209121-522055-R-02,1,PARAH,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,998,,1,70,0,1,200,200,0,,,125,17500,,,NONE,uuid:02b2a3a0-cea5-45f3-ae4d-0327279275f7,uuid:02b2a3a0-cea5-45f3-ae4d-0327279275f7/consent_group-section6-rdtAudit[2],uuid:02b2a3a0-cea5-45f3-ae4d-0327279275f7/consent_group-section6-rdtAudit
01,1-209121-217486-R-01,1,MALARIA PF,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,250,0,0,,,0,,,250,3000,25,250,NOTHING.,uuid:b6916d4a-bb7e-47ec-96f3-6795005c3f6f,uuid:b6916d4a-bb7e-47ec-96f3-6795005c3f6f/consent_group-section6-rdtAudit[1],uuid:b6916d4a-bb7e-47ec-96f3-6795005c3f6f/consent_group-section6-rdtAudit
01,1-311253-031401-R-01,2,,,,,,,,Malaria parasite,1,Pf,8,Not indicated,New height pharmaceutical ltd,Malaria parasite,8,,1,3,0,0,,,1,3000,3000,-9888,-9888,,,,uuid:e12decd7-cc1f-46a2-b7d9-f95d42dd342e,uuid:e12decd7-cc1f-46a2-b7d9-f95d42dd342e/consent_group-section6-rdtAudit[1],uuid:e12decd7-cc1f-46a2-b7d9-f95d42dd342e/consent_group-section6-rdtAudit
01,1-201090-940373-R-01,2,,,,,,,,SD BIO LINE RAPID TEST,1,Pf,1,HRP2,"SD STANDARD DIAGONISTIC ,INC,",SD BIO LINE RAPID TEST,998,,1,0,0,0,,,1,200,200,25,1500,,,IN THE DATABASE BUT DIFFERENT MANUFACTURER AND BRAND NAME.,uuid:016fb1a2-b15b-4942-a620-42e1877d3e22,uuid:016fb1a2-b15b-4942-a620-42e1877d3e22/consent_group-section6-rdtAudit[1],uuid:016fb1a2-b15b-4942-a620-42e1877d3e22/consent_group-section6-rdtAudit
01,1-209121-591153-R-01,1,FIRST RESPONSE MALA,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,150,150,0,,,25,1500,,,NO,uuid:47d488e4-dca3-40a7-869f-8716c7e088cb,uuid:47d488e4-dca3-40a7-869f-8716c7e088cb/consent_group-section6-rdtAudit[1],uuid:47d488e4-dca3-40a7-869f-8716c7e088cb/consent_group-section6-rdtAudit
01,1-311255-908759-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,1,1,1500,1500,0,,,-9888,-9888,,,,uuid:a1ddb2f3-de35-4b2c-b5d2-4931248a0c7b,uuid:a1ddb2f3-de35-4b2c-b5d2-4931248a0c7b/consent_group-section6-rdtAudit[1],uuid:a1ddb2f3-de35-4b2c-b5d2-4931248a0c7b/consent_group-section6-rdtAudit
01,1-311255-374057-R-01,1,First Response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,9,0,1,1500,1500,0,,,-9888,-9888,,,"The scientists is in charge of RDT purchase and he's absent as at the time of interview,",uuid:6ce7a5a9-ed42-4498-8c87-067308b89231,uuid:6ce7a5a9-ed42-4498-8c87-067308b89231/consent_group-section6-rdtAudit[1],uuid:6ce7a5a9-ed42-4498-8c87-067308b89231/consent_group-section6-rdtAudit
01,1-214141-972728-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,1,1,200,150,0,,,100,8000,,,NO,uuid:053ca51c-81c6-4a60-aaf0-1dc792b69ad5,uuid:053ca51c-81c6-4a60-aaf0-1dc792b69ad5/consent_group-section6-rdtAudit[1],uuid:053ca51c-81c6-4a60-aaf0-1dc792b69ad5/consent_group-section6-rdtAudit
01,1-101002-763341-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,14,0,1,1500,1000,1,300,300,25,2000,,,NONE,uuid:8a85f7b4-c449-4ca1-8558-37ee2aa4a95a,uuid:8a85f7b4-c449-4ca1-8558-37ee2aa4a95a/consent_group-section6-rdtAudit[1],uuid:8a85f7b4-c449-4ca1-8558-37ee2aa4a95a/consent_group-section6-rdtAudit
01,1-214141-144660-R-01,1,PAR,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,0,20,0,1,250,250,0,,,20,3000,,,NONE,uuid:db63c5b3-4fa1-4a49-9a27-4ca474ebc1e8,uuid:db63c5b3-4fa1-4a49-9a27-4ca474ebc1e8/consent_group-section6-rdtAudit[1],uuid:db63c5b3-4fa1-4a49-9a27-4ca474ebc1e8/consent_group-section6-rdtAudit
01,1-214141-263406-R-01,1,PAR,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,0,3,0,1,300,300,0,,,25,2000,,,NONE,uuid:6ca7a615-e77b-4e73-84d9-84262b728b95,uuid:6ca7a615-e77b-4e73-84d9-84262b728b95/consent_group-section6-rdtAudit[1],uuid:6ca7a615-e77b-4e73-84d9-84262b728b95/consent_group-section6-rdtAudit
01,1-203102-846476-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,0,0,1,500,500,0,,,25,3000,0,0,THE PROVIDER DID NOT SELL ANY RDT TO THE RETAIL AN WHOLESALES,uuid:762b82aa-8e8c-4508-a94a-9c433acfda1f,uuid:762b82aa-8e8c-4508-a94a-9c433acfda1f/consent_group-section6-rdtAudit[1],uuid:762b82aa-8e8c-4508-a94a-9c433acfda1f/consent_group-section6-rdtAudit
01,1-203102-863818-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,17,,1,52,1,1,250,250,0,,,75,7500,1,150,HE ONLY SELLS WHOLE SALE TO HIS FRIENDS,uuid:08df2755-3c94-4af0-a09d-21b7b5b59032,uuid:08df2755-3c94-4af0-a09d-21b7b5b59032/consent_group-section6-rdtAudit[1],uuid:08df2755-3c94-4af0-a09d-21b7b5b59032/consent_group-section6-rdtAudit
01,1-203102-311207-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,0,1,200,200,0,,,50,5000,,,NO,uuid:efbb5639-2d28-42da-a988-e8143d12f068,uuid:efbb5639-2d28-42da-a988-e8143d12f068/consent_group-section6-rdtAudit[1],uuid:efbb5639-2d28-42da-a988-e8143d12f068/consent_group-section6-rdtAudit
01,1-311254-030733-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,10,0,1,2000,2000,0,,,125,-9888,,,The Lab Technician does not know how much the Box of RDT cost from the suppliers,uuid:48b335bc-5602-4c38-978e-22478b580836,uuid:48b335bc-5602-4c38-978e-22478b580836/consent_group-section6-rdtAudit[1],uuid:48b335bc-5602-4c38-978e-22478b580836/consent_group-section6-rdtAudit
02,1-311254-030733-R-02,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,0,-9888,1,1,2000,2000,0,,,25,-9888,,,"The ADV DX Test kit was out of stock as at the time of the interview, it is also the second choice of RDT at the Hospital",uuid:48b335bc-5602-4c38-978e-22478b580836,uuid:48b335bc-5602-4c38-978e-22478b580836/consent_group-section6-rdtAudit[2],uuid:48b335bc-5602-4c38-978e-22478b580836/consent_group-section6-rdtAudit
01,1-311254-375304-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,4,0,1,100,-9888,0,,,25,-9888,,,,uuid:4dc940ef-b241-4d96-8217-c95d719753c7,uuid:4dc940ef-b241-4d96-8217-c95d719753c7/consent_group-section6-rdtAudit[1],uuid:4dc940ef-b241-4d96-8217-c95d719753c7/consent_group-section6-rdtAudit
01,1-311254-910119-R-01,1,MALARIA,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,0,1,2000,2000,0,,,125,-9888,,,The provider doesn't know the purchase price,uuid:5319e489-f3db-4ac7-8c58-7b09ee923e8f,uuid:5319e489-f3db-4ac7-8c58-7b09ee923e8f/consent_group-section6-rdtAudit[1],uuid:5319e489-f3db-4ac7-8c58-7b09ee923e8f/consent_group-section6-rdtAudit
01,1-113082-068301-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,13,0,1,1500,1000,1,500,500,25,7500,,,NONE,uuid:7ac7ad6c-7c3e-4685-9094-6fe9b71167b8,uuid:7ac7ad6c-7c3e-4685-9094-6fe9b71167b8/consent_group-section6-rdtAudit[1],uuid:7ac7ad6c-7c3e-4685-9094-6fe9b71167b8/consent_group-section6-rdtAudit
01,1-114087-468920-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,18,0,1,1000,1000,0,,,25,1000,,,NONE,uuid:87ed026a-eed4-48a7-ab2f-2336d2cc6175,uuid:87ed026a-eed4-48a7-ab2f-2336d2cc6175/consent_group-section6-rdtAudit[1],uuid:87ed026a-eed4-48a7-ab2f-2336d2cc6175/consent_group-section6-rdtAudit
01,1-206116-757878-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,1,1,200,200,0,,,50,7500,,,NONE,uuid:4ed88cb9-b128-4814-94e0-6841df9cc17f,uuid:4ed88cb9-b128-4814-94e0-6841df9cc17f/consent_group-section6-rdtAudit[1],uuid:4ed88cb9-b128-4814-94e0-6841df9cc17f/consent_group-section6-rdtAudit
01,1-311255-624773-R-01,1,Bioline,1006,Bioline Malaria Ag Pf,Pf,HRP2,Abbott Diagnostics Korea Inc.,1,,,,,,,Bioline Malaria Ag Pf,996,Korea,0,3,0,1,1000,500,0,,,25,4500,,,,uuid:a2b1de2c-a1a6-4b50-9a6f-a86dc25a2ac1,uuid:a2b1de2c-a1a6-4b50-9a6f-a86dc25a2ac1/consent_group-section6-rdtAudit[1],uuid:a2b1de2c-a1a6-4b50-9a6f-a86dc25a2ac1/consent_group-section6-rdtAudit
01,1-216144-742814-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,0,0,,,0,,,25,2000,,,NONE.,uuid:bd7ba5c0-2a37-47ad-bc86-643cba3aee54,uuid:bd7ba5c0-2a37-47ad-bc86-643cba3aee54/consent_group-section6-rdtAudit[1],uuid:bd7ba5c0-2a37-47ad-bc86-643cba3aee54/consent_group-section6-rdtAudit
01,1-206116-260724-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,1,1,300,300,0,,,25,2500,,,N.A,uuid:de93a849-ad89-4dbc-a4bd-1e863e8e388b,uuid:de93a849-ad89-4dbc-a4bd-1e863e8e388b/consent_group-section6-rdtAudit[1],uuid:de93a849-ad89-4dbc-a4bd-1e863e8e388b/consent_group-section6-rdtAudit
01,1-113082-609632-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,-9777,0,1,1500,1500,1,400,400,-9777,-9777,,,NONE,uuid:06f8e22e-904d-4ddd-b8b6-017d0b881564,uuid:06f8e22e-904d-4ddd-b8b6-017d0b881564/consent_group-section6-rdtAudit[1],uuid:06f8e22e-904d-4ddd-b8b6-017d0b881564/consent_group-section6-rdtAudit
01,1-114084-789039-R-01,1,FIRST RES,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,5,0,1,500,500,1,200,200,10,1000,,,NONE,uuid:76ef0ae3-4f8b-4eb4-ac0a-0d91c041806e,uuid:76ef0ae3-4f8b-4eb4-ac0a-0d91c041806e/consent_group-section6-rdtAudit[1],uuid:76ef0ae3-4f8b-4eb4-ac0a-0d91c041806e/consent_group-section6-rdtAudit
01,1-301176-636600-R-01,1,Malaria pf,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,-9888,0,0,,,1,3800,3800,1,-9888,,,,uuid:f0ffe219-34e8-4d50-8a7a-6837768cc2f2,uuid:f0ffe219-34e8-4d50-8a7a-6837768cc2f2/consent_group-section6-rdtAudit[1],uuid:f0ffe219-34e8-4d50-8a7a-6837768cc2f2/consent_group-section6-rdtAudit
01,1-301176-828001-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,14,0,1,2000,2000,0,,,30,-9888,,,,uuid:6f725252-91ca-4455-83ec-d869cb905a66,uuid:6f725252-91ca-4455-83ec-d869cb905a66/consent_group-section6-rdtAudit[1],uuid:6f725252-91ca-4455-83ec-d869cb905a66/consent_group-section6-rdtAudit
01,1-221168-248124-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,250,250,0,,,50,10000,,,NO,uuid:6a8e552d-ad6d-4fc5-a697-f546b7658a4b,uuid:6a8e552d-ad6d-4fc5-a697-f546b7658a4b/consent_group-section6-rdtAudit[1],uuid:6a8e552d-ad6d-4fc5-a697-f546b7658a4b/consent_group-section6-rdtAudit
01,1-307230-000109-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,31,0,1,5600,5600,0,,,2500,-9888,,,,uuid:49fe1c13-3c59-4139-9b61-ad7fc792185b,uuid:49fe1c13-3c59-4139-9b61-ad7fc792185b/consent_group-section6-rdtAudit[1],uuid:49fe1c13-3c59-4139-9b61-ad7fc792185b/consent_group-section6-rdtAudit
01,1-221168-024459-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,5,0,1,350,350,0,,,10,2500,,,NO,uuid:931ef726-4e20-4d5f-88ff-097ca4b86cf6,uuid:931ef726-4e20-4d5f-88ff-097ca4b86cf6/consent_group-section6-rdtAudit[1],uuid:931ef726-4e20-4d5f-88ff-097ca4b86cf6/consent_group-section6-rdtAudit
01,1-307230-266011-R-01,2,,,,,,,,MALARIA PARASITE TEST CASE,1,Pf,8,Not indicated,New Heights Pharmaceuticals Ltd,MALARIA PARASITE TEST CASE,8,,1,-9888,1,0,,,1,1800,1800,10,-9888,,,,uuid:5b3e9f89-d695-461c-960f-66065a956660,uuid:5b3e9f89-d695-461c-960f-66065a956660/consent_group-section6-rdtAudit[1],uuid:5b3e9f89-d695-461c-960f-66065a956660/consent_group-section6-rdtAudit
01,1-307230-270792-R-01,2,,,,,,,,Malaria parasite,1,Pf,8,Not indicated,Artron laboratory,Malaria parasite,8,,1,-9888,0,0,,,0,,,1,2950,,,No,uuid:f64516f3-a8be-425f-bfd5-b39551264fe7,uuid:f64516f3-a8be-425f-bfd5-b39551264fe7/consent_group-section6-rdtAudit[1],uuid:f64516f3-a8be-425f-bfd5-b39551264fe7/consent_group-section6-rdtAudit
01,1-307230-920694-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,9998,0,0,,,0,,,-9888,-9888,,,RDT'S ARE NOT USED HERE FOR MP TESTING BECAUSE IT'S NOT ALWAYS GIVE AN ACCURATE RESULT.THEY USE IT MOST TIMES FOR TRAINING AND OUTREACHES,uuid:87e8e94e-2b03-4d6c-81dc-734afe85ef41,uuid:87e8e94e-2b03-4d6c-81dc-734afe85ef41/consent_group-section6-rdtAudit[1],uuid:87e8e94e-2b03-4d6c-81dc-734afe85ef41/consent_group-section6-rdtAudit
01,1-221168-035093-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,75,0,1,200,200,0,,,75,10500,,,NO COMMENT,uuid:b871299c-d015-42a9-b9c4-66d7b850d85a,uuid:b871299c-d015-42a9-b9c4-66d7b850d85a/consent_group-section6-rdtAudit[1],uuid:b871299c-d015-42a9-b9c4-66d7b850d85a/consent_group-section6-rdtAudit
01,1-221168-348129-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,30,0,1,500,500,0,,,100,5000,,,NO COMMENT,uuid:8d1605d8-ce04-4b6e-8db4-026190d914fb,uuid:8d1605d8-ce04-4b6e-8db4-026190d914fb/consent_group-section6-rdtAudit[1],uuid:8d1605d8-ce04-4b6e-8db4-026190d914fb/consent_group-section6-rdtAudit
02,1-221168-348129-R-02,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,21,0,1,500,500,0,,,100,10000,,,NO COMMENT,uuid:8d1605d8-ce04-4b6e-8db4-026190d914fb,uuid:8d1605d8-ce04-4b6e-8db4-026190d914fb/consent_group-section6-rdtAudit[2],uuid:8d1605d8-ce04-4b6e-8db4-026190d914fb/consent_group-section6-rdtAudit
01,1-307230-615722-R-01,2,,,,,,,,Dr. Greg's Malaria P.f Antigen Home Test Kit,1,Pf,8,Not indicated,WINSAG INT'L LTD,Dr. Greg's Malaria P.f Antigen Home Test Kit,20,,99,-9888,0,0,,,1,3850,3850,10,-9888,,,,uuid:0c60aef9-008b-46f9-b7ff-34d59c971140,uuid:0c60aef9-008b-46f9-b7ff-34d59c971140/consent_group-section6-rdtAudit[1],uuid:0c60aef9-008b-46f9-b7ff-34d59c971140/consent_group-section6-rdtAudit
01,1-221168-282506-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,0,15,0,1,200,200,1,100,100,25,1200,,,,uuid:15943bd6-68b3-40a2-9962-c0ce3f8beb49,uuid:15943bd6-68b3-40a2-9962-c0ce3f8beb49/consent_group-section6-rdtAudit[1],uuid:15943bd6-68b3-40a2-9962-c0ce3f8beb49/consent_group-section6-rdtAudit
01,1-221168-511050-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,0,1,500,500,0,,,50,4400,,,NONE,uuid:8cdc98fd-57e4-40a9-99ad-da8ecb2ddd8f,uuid:8cdc98fd-57e4-40a9-99ad-da8ecb2ddd8f/consent_group-section6-rdtAudit[1],uuid:8cdc98fd-57e4-40a9-99ad-da8ecb2ddd8f/consent_group-section6-rdtAudit
01,1-221168-565508-R-01,1,FI,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,7,0,1,300,300,0,,,10,2000,,,NO,uuid:0e1d934a-153f-4e9a-be9f-8fabf0cb4cab,uuid:0e1d934a-153f-4e9a-be9f-8fabf0cb4cab/consent_group-section6-rdtAudit[1],uuid:0e1d934a-153f-4e9a-be9f-8fabf0cb4cab/consent_group-section6-rdtAudit
01,1-221168-416794-R-01,1,PARAH,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,0,-9888,1,0,,,0,,,25,-9888,,,NONE,uuid:a0240cd7-3ba3-43f7-ace1-2078dec5b3ca,uuid:a0240cd7-3ba3-43f7-ace1-2078dec5b3ca/consent_group-section6-rdtAudit[1],uuid:a0240cd7-3ba3-43f7-ace1-2078dec5b3ca/consent_group-section6-rdtAudit
01,1-307230-543732-R-01,2,,,,,,,,Health check,1,Pf,8,Not indicated,Artron,Health check,8,,1,-9888,0,0,,,1,-9888,-9888,-9888,-9888,,,,uuid:3304b61a-8c9c-4d2e-a2c4-eb46498a633a,uuid:3304b61a-8c9c-4d2e-a2c4-eb46498a633a/consent_group-section6-rdtAudit[1],uuid:3304b61a-8c9c-4d2e-a2c4-eb46498a633a/consent_group-section6-rdtAudit
